time, S001__rbcM, S001__suc, S001__alb, S001__gal, S001__galM, S001__h2oM, D001__rbcM, D001__suc, D001__alb, D001__gal, D001__galM, D001__h2oM, S002__rbcM, S002__suc, S002__alb, S002__gal, S002__galM, S002__h2oM, D002__rbcM, D002__suc, D002__alb, D002__gal, D002__galM, D002__h2oM, S003__rbcM, S003__suc, S003__alb, S003__gal, S003__galM, S003__h2oM, D003__rbcM, D003__suc, D003__alb, D003__gal, D003__galM, D003__h2oM, S004__rbcM, S004__suc, S004__alb, S004__gal, S004__galM, S004__h2oM, D004__rbcM, D004__suc, D004__alb, D004__gal, D004__galM, D004__h2oM, S005__rbcM, S005__suc, S005__alb, S005__gal, S005__galM, S005__h2oM, D005__rbcM, D005__suc, D005__alb, D005__gal, D005__galM, D005__h2oM, PV__rbcM, PV__suc, PV__alb, PV__gal, PV__galM, PV__h2oM, H01__gal, H01__galM, H01__h2oM, H01__glc1p, H01__glc6p, H01__gal1p, H01__udpglc, H01__udpgal, H01__galtol, H01__atp, H01__adp, H01__utp, H01__udp, H01__phos, H01__ppi, H01__nadp, H01__nadph
112.5, 0, 0, 0, 0.000340479, 0, 0, 0, 0, 0, 0.000341103, 0, 0, 0, 0, 0, 0.000341134, 0, 0, 0, 0, 0, 0.00034114, 0, 0, 0, 0, 0, 0.000341136, 0, 0, 0, 0, 0, 0.00034114, 0, 0, 0, 0, 0, 0.000341136, 0, 0, 0, 0, 0, 0.00034114, 0, 0, 0, 0, 0, 0.000341136, 0, 0, 0, 0, 0, 0.00034114, 0, 0, 0, 0, 0, 0.000339785, 0, 0, 0.00034114, 0, 0, 0.0119857, 0.119906, 0.00351673, 0.304051, 0.0966373, 0.00135489, 2.86961, 1.03039, 0.301167, 0.108145, 4.80213, 0.00534002, 0.100354, 0.0996455
113, 0, 0, 0, 0.0003409, 0, 0, 0, 0, 0, 0.000341526, 0, 0, 0, 0, 0, 0.000341557, 0, 0, 0, 0, 0, 0.000341563, 0, 0, 0, 0, 0, 0.000341559, 0, 0, 0, 0, 0, 0.000341563, 0, 0, 0, 0, 0, 0.000341559, 0, 0, 0, 0, 0, 0.000341563, 0, 0, 0, 0, 0, 0.000341559, 0, 0, 0, 0, 0, 0.000341563, 0, 0, 0, 0, 0, 0.000340216, 0, 0, 0.000341563, 0, 0, 0.0119857, 0.119906, 0.00351752, 0.303924, 0.0965967, 0.00135653, 2.8696, 1.0304, 0.301288, 0.108191, 4.80202, 0.00534436, 0.100356, 0.0996439
113.5, 0, 0, 0, 0.000341319, 0, 0, 0, 0, 0, 0.000341946, 0, 0, 0, 0, 0, 0.000341977, 0, 0, 0, 0, 0, 0.000341983, 0, 0, 0, 0, 0, 0.000341979, 0, 0, 0, 0, 0, 0.000341983, 0, 0, 0, 0, 0, 0.000341979, 0, 0, 0, 0, 0, 0.000341983, 0, 0, 0, 0, 0, 0.000341979, 0, 0, 0, 0, 0, 0.000341983, 0, 0, 0, 0, 0, 0.000340645, 0, 0, 0.000341983, 0, 0, 0.0119857, 0.119906, 0.00351831, 0.303798, 0.0965563, 0.00135815, 2.86958, 1.03042, 0.301409, 0.108237, 4.8019, 0.0053487, 0.100358, 0.0996423
114, 0, 0, 0, 0.000341736, 0, 0, 0, 0, 0, 0.000342364, 0, 0, 0, 0, 0, 0.000342395, 0, 0, 0, 0, 0, 0.000342401, 0, 0, 0, 0, 0, 0.000342397, 0, 0, 0, 0, 0, 0.000342401, 0, 0, 0, 0, 0, 0.000342397, 0, 0, 0, 0, 0, 0.000342401, 0, 0, 0, 0, 0, 0.000342397, 0, 0, 0, 0, 0, 0.000342401, 0, 0, 0, 0, 0, 0.00034107, 0, 0, 0.000342401, 0, 0, 0.0119856, 0.119905, 0.00351909, 0.303672, 0.0965159, 0.00135977, 2.86956, 1.03044, 0.301529, 0.108282, 4.80179, 0.00535303, 0.100359, 0.0996407
114.5, 0, 0, 0, 0.00034215, 0, 0, 0, 0, 0, 0.000342779, 0, 0, 0, 0, 0, 0.00034281, 0, 0, 0, 0, 0, 0.000342816, 0, 0, 0, 0, 0, 0.000342812, 0, 0, 0, 0, 0, 0.000342816, 0, 0, 0, 0, 0, 0.000342812, 0, 0, 0, 0, 0, 0.000342816, 0, 0, 0, 0, 0, 0.000342812, 0, 0, 0, 0, 0, 0.000342816, 0, 0, 0, 0, 0, 0.000341494, 0, 0, 0.000342816, 0, 0, 0.0119856, 0.119905, 0.00351986, 0.303547, 0.0964756, 0.00136137, 2.86954, 1.03046, 0.30165, 0.108328, 4.80168, 0.00535736, 0.100361, 0.0996391
115, 0, 0, 0, 0.000342561, 0, 0, 0, 0, 0, 0.000343192, 0, 0, 0, 0, 0, 0.000343223, 0, 0, 0, 0, 0, 0.000343229, 0, 0, 0, 0, 0, 0.000343225, 0, 0, 0, 0, 0, 0.000343229, 0, 0, 0, 0, 0, 0.000343225, 0, 0, 0, 0, 0, 0.000343229, 0, 0, 0, 0, 0, 0.000343225, 0, 0, 0, 0, 0, 0.000343229, 0, 0, 0, 0, 0, 0.000341914, 0, 0, 0.000343229, 0, 0, 0.0119855, 0.119905, 0.00352062, 0.303421, 0.0964354, 0.00136297, 2.86953, 1.03047, 0.30177, 0.108374, 4.80157, 0.00536168, 0.100363, 0.0996375
115.5, 0, 0, 0, 0.00034297, 0, 0, 0, 0, 0, 0.000343602, 0, 0, 0, 0, 0, 0.000343633, 0, 0, 0, 0, 0, 0.000343639, 0, 0, 0, 0, 0, 0.000343635, 0, 0, 0, 0, 0, 0.000343639, 0, 0, 0, 0, 0, 0.000343635, 0, 0, 0, 0, 0, 0.000343639, 0, 0, 0, 0, 0, 0.000343635, 0, 0, 0, 0, 0, 0.000343639, 0, 0, 0, 0, 0, 0.000342332, 0, 0, 0.000343639, 0, 0, 0.0119855, 0.119905, 0.00352138, 0.303296, 0.0963953, 0.00136456, 2.86951, 1.03049, 0.301889, 0.108419, 4.80146, 0.005366, 0.100364, 0.0996359
116, 0, 0, 0, 0.000343377, 0, 0, 0, 0, 0, 0.000344009, 0, 0, 0, 0, 0, 0.000344041, 0, 0, 0, 0, 0, 0.000344047, 0, 0, 0, 0, 0, 0.000344043, 0, 0, 0, 0, 0, 0.000344047, 0, 0, 0, 0, 0, 0.000344043, 0, 0, 0, 0, 0, 0.000344047, 0, 0, 0, 0, 0, 0.000344043, 0, 0, 0, 0, 0, 0.000344047, 0, 0, 0, 0, 0, 0.000342748, 0, 0, 0.000344047, 0, 0, 0.0119855, 0.119904, 0.00352212, 0.303172, 0.0963552, 0.00136613, 2.86949, 1.03051, 0.302009, 0.108465, 4.80135, 0.00537031, 0.100366, 0.0996343
116.5, 0, 0, 0, 0.000343781, 0, 0, 0, 0, 0, 0.000344415, 0, 0, 0, 0, 0, 0.000344446, 0, 0, 0, 0, 0, 0.000344452, 0, 0, 0, 0, 0, 0.000344448, 0, 0, 0, 0, 0, 0.000344452, 0, 0, 0, 0, 0, 0.000344448, 0, 0, 0, 0, 0, 0.000344452, 0, 0, 0, 0, 0, 0.000344448, 0, 0, 0, 0, 0, 0.000344452, 0, 0, 0, 0, 0, 0.000343161, 0, 0, 0.000344452, 0, 0, 0.0119854, 0.119904, 0.00352286, 0.303047, 0.0963152, 0.0013677, 2.86947, 1.03053, 0.302128, 0.10851, 4.80124, 0.00537461, 0.100367, 0.0996328
117, 0, 0, 0, 0.000344183, 0, 0, 0, 0, 0, 0.000344817, 0, 0, 0, 0, 0, 0.000344849, 0, 0, 0, 0, 0, 0.000344855, 0, 0, 0, 0, 0, 0.000344851, 0, 0, 0, 0, 0, 0.000344855, 0, 0, 0, 0, 0, 0.000344851, 0, 0, 0, 0, 0, 0.000344855, 0, 0, 0, 0, 0, 0.000344851, 0, 0, 0, 0, 0, 0.000344855, 0, 0, 0, 0, 0, 0.000343572, 0, 0, 0.000344855, 0, 0, 0.0119854, 0.119904, 0.00352359, 0.302923, 0.0962753, 0.00136926, 2.86946, 1.03054, 0.302247, 0.108555, 4.80113, 0.00537891, 0.100369, 0.0996312
117.5, 0, 0, 0, 0.000344582, 0, 0, 0, 0, 0, 0.000345218, 0, 0, 0, 0, 0, 0.00034525, 0, 0, 0, 0, 0, 0.000345255, 0, 0, 0, 0, 0, 0.000345252, 0, 0, 0, 0, 0, 0.000345255, 0, 0, 0, 0, 0, 0.000345252, 0, 0, 0, 0, 0, 0.000345255, 0, 0, 0, 0, 0, 0.000345251, 0, 0, 0, 0, 0, 0.000345255, 0, 0, 0, 0, 0, 0.00034398, 0, 0, 0.000345255, 0, 0, 0.0119853, 0.119904, 0.00352431, 0.302799, 0.0962355, 0.0013708, 2.86944, 1.03056, 0.302366, 0.1086, 4.80102, 0.0053832, 0.10037, 0.0996297
118, 0, 0, 0, 0.000344979, 0, 0, 0, 0, 0, 0.000345616, 0, 0, 0, 0, 0, 0.000345648, 0, 0, 0, 0, 0, 0.000345653, 0, 0, 0, 0, 0, 0.00034565, 0, 0, 0, 0, 0, 0.000345653, 0, 0, 0, 0, 0, 0.00034565, 0, 0, 0, 0, 0, 0.000345653, 0, 0, 0, 0, 0, 0.000345649, 0, 0, 0, 0, 0, 0.000345653, 0, 0, 0, 0, 0, 0.000344386, 0, 0, 0.000345653, 0, 0, 0.0119853, 0.119903, 0.00352503, 0.302675, 0.0961957, 0.00137234, 2.86942, 1.03058, 0.302484, 0.108645, 4.80091, 0.00538749, 0.100372, 0.0996282
118.5, 0, 0, 0, 0.000345373, 0, 0, 0, 0, 0, 0.000346011, 0, 0, 0, 0, 0, 0.000346043, 0, 0, 0, 0, 0, 0.000346048, 0, 0, 0, 0, 0, 0.000346045, 0, 0, 0, 0, 0, 0.000346049, 0, 0, 0, 0, 0, 0.000346045, 0, 0, 0, 0, 0, 0.000346049, 0, 0, 0, 0, 0, 0.000346045, 0, 0, 0, 0, 0, 0.000346049, 0, 0, 0, 0, 0, 0.000344789, 0, 0, 0.000346049, 0, 0, 0.0119853, 0.119903, 0.00352573, 0.302552, 0.0961561, 0.00137387, 2.8694, 1.0306, 0.302602, 0.10869, 4.8008, 0.00539177, 0.100373, 0.0996266
119, 0, 0, 0, 0.000345765, 0, 0, 0, 0, 0, 0.000346404, 0, 0, 0, 0, 0, 0.000346436, 0, 0, 0, 0, 0, 0.000346442, 0, 0, 0, 0, 0, 0.000346438, 0, 0, 0, 0, 0, 0.000346442, 0, 0, 0, 0, 0, 0.000346438, 0, 0, 0, 0, 0, 0.000346442, 0, 0, 0, 0, 0, 0.000346438, 0, 0, 0, 0, 0, 0.000346442, 0, 0, 0, 0, 0, 0.000345189, 0, 0, 0.000346442, 0, 0, 0.0119852, 0.119903, 0.00352643, 0.302428, 0.0961165, 0.00137539, 2.86939, 1.03061, 0.30272, 0.108735, 4.80069, 0.00539605, 0.100375, 0.0996251
119.5, 0, 0, 0, 0.000346155, 0, 0, 0, 0, 0, 0.000346795, 0, 0, 0, 0, 0, 0.000346827, 0, 0, 0, 0, 0, 0.000346832, 0, 0, 0, 0, 0, 0.000346829, 0, 0, 0, 0, 0, 0.000346832, 0, 0, 0, 0, 0, 0.000346829, 0, 0, 0, 0, 0, 0.000346832, 0, 0, 0, 0, 0, 0.000346829, 0, 0, 0, 0, 0, 0.000346832, 0, 0, 0, 0, 0, 0.000345588, 0, 0, 0.000346833, 0, 0, 0.0119852, 0.119903, 0.00352712, 0.302305, 0.096077, 0.0013769, 2.86937, 1.03063, 0.302838, 0.10878, 4.80058, 0.00540032, 0.100376, 0.0996236
120, 0, 0, 0, 0.000346542, 0, 0, 0, 0, 0, 0.000347183, 0, 0, 0, 0, 0, 0.000347215, 0, 0, 0, 0, 0, 0.000347221, 0, 0, 0, 0, 0, 0.000347217, 0, 0, 0, 0, 0, 0.000347221, 0, 0, 0, 0, 0, 0.000347217, 0, 0, 0, 0, 0, 0.000347221, 0, 0, 0, 0, 0, 0.000347217, 0, 0, 0, 0, 0, 0.000347221, 0, 0, 0, 0, 0, 0.000345984, 0, 0, 0.000347221, 0, 0, 0.0119851, 0.119902, 0.00352781, 0.302183, 0.0960376, 0.0013784, 2.86935, 1.03065, 0.302955, 0.108824, 4.80047, 0.00540458, 0.100378, 0.0996221
